claim_id,tier,outcome,turnaround_hours
CLM-001995,Amber,Human review,89.2
CLM-001996,Green,Auto-approved,3.0
CLM-001997,Amber,Human review,89.6
CLM-001998,Amber,Human review,67.0
CLM-001999,Amber,Human review,51.7
CLM-002000,Green,Auto-approved,1.5
CLM-002001,Green,Auto-approved,3.7
CLM-002002,Amber,Human review,91.5
CLM-002003,Green,Auto-approved,2.1
CLM-002004,Green,Auto-approved,1.5
CLM-002005,Amber,Human review,57.5
CLM-002006,Amber,Human review,42.0
CLM-002007,Green,Auto-approved,3.6
CLM-002008,Amber,Human review,36.1
CLM-002009,Green,Auto-approved,1.1
CLM-002010,Green,Auto-approved,3.5
CLM-002011,Red,SIU referral,461.1
CLM-002012,Green,Auto-approved,2.9
CLM-002013,Green,Auto-approved,0.5
CLM-002014,Green,Auto-approved,2.4
CLM-002015,Amber,Human review,89.4
CLM-002016,Green,Auto-approved,3.1
CLM-002017,Amber,Human review,46.1
CLM-002018,Amber,Human review,31.6
CLM-002019,Amber,Human review,28.7
CLM-002020,Amber,Human review,73.5
CLM-002021,Amber,Human review,77.7
CLM-002022,Green,Auto-approved,1.5
CLM-002023,Amber,Human review,43.4
CLM-002024,Green,Auto-approved,1.5
CLM-002025,Green,Auto-approved,4.0
CLM-002026,Amber,Human review,48.0
CLM-002027,Amber,Human review,46.9
CLM-002028,Amber,Human review,78.4
CLM-002029,Green,Auto-approved,3.2
CLM-002030,Amber,Human review,40.4
CLM-002031,Green,Auto-approved,3.0
CLM-002032,Green,Auto-approved,3.5
CLM-002033,Amber,Human review,82.0
CLM-002034,Amber,Human review,27.9
CLM-002035,Amber,Human review,79.6
CLM-002036,Green,Auto-approved,3.9
CLM-002037,Green,Auto-approved,3.4
CLM-002038,Green,Auto-approved,1.3
CLM-002039,Green,Auto-approved,0.7
CLM-002040,Green,Auto-approved,1.9
CLM-002041,Green,Auto-approved,1.2
CLM-002042,Green,Auto-approved,2.5
CLM-002043,Green,Auto-approved,2.3
CLM-002044,Amber,Human review,51.7
CLM-002045,Amber,Human review,45.5
CLM-002046,Amber,Human review,62.6
CLM-002047,Amber,Human review,84.3
CLM-002048,Green,Auto-approved,3.9
CLM-002049,Green,Auto-approved,3.2
CLM-002050,Amber,Human review,88.7
CLM-002051,Green,Auto-approved,1.8
CLM-002052,Green,Auto-approved,2.3
CLM-002053,Green,Auto-approved,1.8
CLM-002054,Amber,Human review,58.7
CLM-002055,Green,Auto-approved,3.4
CLM-002056,Amber,Human review,39.5
CLM-002057,Red,SIU referral,475.3
CLM-002058,Green,Auto-approved,1.5
CLM-002059,Green,Auto-approved,3.6
CLM-002060,Amber,Human review,93.0
CLM-002061,Green,Auto-approved,1.6
CLM-002062,Green,Auto-approved,3.7
CLM-002063,Green,Auto-approved,1.1
CLM-002064,Amber,Human review,93.8
CLM-002065,Amber,Human review,78.5
CLM-002066,Amber,Human review,50.8
CLM-002067,Green,Auto-approved,2.7
CLM-002068,Green,Auto-approved,3.8
CLM-002069,Red,SIU referral,218.2
CLM-002070,Amber,Human review,73.5
CLM-002071,Amber,Human review,40.2
CLM-002072,Amber,Human review,28.3
CLM-002073,Amber,Human review,95.6
CLM-002074,Green,Auto-approved,2.2
CLM-002075,Amber,Human review,55.6
CLM-002076,Green,Auto-approved,3.4
CLM-002077,Green,Auto-approved,2.0
CLM-002078,Amber,Human review,36.4
CLM-002079,Green,Auto-approved,3.1
CLM-002080,Green,Auto-approved,2.3
CLM-002081,Green,Auto-approved,1.8
CLM-002082,Green,Auto-approved,0.6
CLM-002083,Amber,Human review,81.7
CLM-002084,Green,Auto-approved,1.0
CLM-002085,Green,Auto-approved,0.6
CLM-002086,Green,Auto-approved,0.6
CLM-002087,Green,Auto-approved,2.7
CLM-002088,Amber,Human review,31.5
CLM-002089,Green,Auto-approved,1.4
CLM-002090,Amber,Human review,87.5
CLM-002091,Green,Auto-approved,2.7
CLM-002092,Amber,Human review,62.6
CLM-002093,Amber,Human review,30.0
CLM-002094,Green,Auto-approved,3.4
CLM-002095,Green,Auto-approved,3.0
CLM-002096,Green,Auto-approved,3.7
CLM-002097,Amber,Human review,40.1
CLM-002098,Amber,Human review,77.4
CLM-002099,Amber,Human review,37.8
CLM-002100,Red,SIU referral,234.9
CLM-002101,Amber,Human review,36.2
CLM-002102,Green,Auto-approved,0.5
CLM-002103,Green,Auto-approved,1.0
CLM-002104,Amber,Human review,82.9
CLM-002105,Amber,Human review,81.5
CLM-002106,Red,SIU referral,237.2
CLM-002107,Green,Auto-approved,2.1
CLM-002108,Green,Auto-approved,3.7
CLM-002109,Green,Auto-approved,2.1
CLM-002110,Green,Auto-approved,3.5
CLM-002111,Amber,Human review,36.0
CLM-002112,Green,Auto-approved,1.4
CLM-002113,Amber,Human review,38.8
CLM-002114,Amber,Human review,53.5
CLM-002115,Green,Auto-approved,2.4
CLM-002116,Red,SIU referral,312.1
CLM-002117,Green,Auto-approved,3.0
CLM-002118,Green,Auto-approved,1.8
CLM-002119,Amber,Human review,69.4
CLM-002120,Green,Auto-approved,3.6
CLM-002121,Amber,Human review,85.3
CLM-002122,Green,Auto-approved,2.3
CLM-002123,Green,Auto-approved,3.2
CLM-002124,Green,Auto-approved,3.4
CLM-002125,Amber,Human review,27.7
CLM-002126,Amber,Human review,76.2
CLM-002127,Amber,Human review,89.4
CLM-002128,Amber,Human review,47.2
CLM-002129,Amber,Human review,76.9
CLM-002130,Green,Auto-approved,1.4
CLM-002131,Green,Auto-approved,2.7
CLM-002132,Green,Auto-approved,3.9
CLM-002133,Green,Auto-approved,1.8
CLM-002134,Amber,Human review,25.1
CLM-002135,Amber,Human review,48.6
CLM-002136,Green,Auto-approved,3.8
CLM-002137,Amber,Human review,76.6
CLM-002138,Amber,Human review,40.0
CLM-002139,Green,Auto-approved,2.2
CLM-002140,Amber,Human review,45.4
CLM-002141,Amber,Human review,28.0
CLM-002142,Amber,Human review,68.8
CLM-002143,Amber,Human review,78.4
CLM-002144,Amber,Human review,95.2
CLM-002145,Amber,Human review,29.9
CLM-002146,Green,Auto-approved,1.8
CLM-002147,Amber,Human review,48.0
CLM-002148,Green,Auto-approved,3.3
CLM-002149,Green,Auto-approved,3.3
CLM-002150,Amber,Human review,38.1
CLM-002151,Green,Auto-approved,2.3
CLM-002152,Amber,Human review,74.8
CLM-002153,Green,Auto-approved,1.6
CLM-002154,Green,Auto-approved,2.2
CLM-002155,Green,Auto-approved,1.7
CLM-002156,Green,Auto-approved,3.0
CLM-002157,Red,SIU referral,460.3
CLM-002158,Green,Auto-approved,2.3
CLM-002159,Green,Auto-approved,0.7
CLM-002160,Green,Auto-approved,1.5
CLM-002161,Amber,Human review,85.2
CLM-002162,Red,SIU referral,251.2
CLM-002163,Green,Auto-approved,1.8
CLM-002164,Green,Auto-approved,2.3
CLM-002165,Red,SIU referral,182.8
CLM-002166,Amber,Human review,91.9
CLM-002167,Green,Auto-approved,1.0
CLM-002168,Red,SIU referral,266.0
CLM-002169,Amber,Human review,45.0
CLM-002170,Green,Auto-approved,3.2
CLM-002171,Amber,Human review,69.9
CLM-002172,Amber,Human review,61.2
CLM-002173,Green,Auto-approved,2.3
CLM-002174,Green,Auto-approved,2.8
CLM-002175,Green,Auto-approved,0.7
CLM-002176,Green,Auto-approved,3.2
CLM-002177,Green,Auto-approved,1.6
CLM-002178,Amber,Human review,63.8
CLM-002179,Amber,Human review,73.8
CLM-002180,Green,Auto-approved,0.9
CLM-002181,Green,Auto-approved,0.9
CLM-002182,Green,Auto-approved,2.3
CLM-002183,Green,Auto-approved,0.9
CLM-002184,Red,SIU referral,422.5
CLM-002185,Amber,Human review,50.9
CLM-002186,Green,Auto-approved,1.9
CLM-002187,Green,Auto-approved,3.4
CLM-002188,Green,Auto-approved,2.2
CLM-002189,Amber,Human review,37.6
CLM-002190,Green,Auto-approved,3.5
CLM-002191,Amber,Human review,26.7
CLM-002192,Amber,Human review,35.0
CLM-002193,Green,Auto-approved,0.7
CLM-002194,Amber,Human review,32.3
CLM-002195,Amber,Human review,29.3
CLM-002196,Green,Auto-approved,0.6
CLM-002197,Green,Auto-approved,3.2
CLM-002198,Amber,Human review,44.3
CLM-002199,Amber,Human review,34.7
CLM-002200,Green,Auto-approved,1.4
CLM-002201,Amber,Human review,27.8
CLM-002202,Amber,Human review,95.6
CLM-002203,Red,SIU referral,255.3
CLM-002204,Green,Auto-approved,3.4
CLM-002205,Green,Auto-approved,0.9
CLM-002206,Amber,Human review,94.1
CLM-002207,Green,Auto-approved,2.1
CLM-002208,Amber,Human review,95.8
CLM-002209,Green,Auto-approved,3.9
CLM-002210,Green,Auto-approved,2.8
CLM-002211,Green,Auto-approved,2.0
CLM-002212,Amber,Human review,74.2
CLM-002213,Green,Auto-approved,2.0
CLM-002214,Red,SIU referral,347.5
CLM-002215,Green,Auto-approved,2.4
CLM-002216,Green,Auto-approved,2.4
CLM-002217,Amber,Human review,48.9
CLM-002218,Amber,Human review,80.0
CLM-002219,Green,Auto-approved,0.9
CLM-002220,Green,Auto-approved,0.8
CLM-002221,Green,Auto-approved,3.7
CLM-002222,Green,Auto-approved,2.3
CLM-002223,Green,Auto-approved,1.1
CLM-002224,Green,Auto-approved,2.1
CLM-002225,Green,Auto-approved,1.1
CLM-002226,Amber,Human review,50.2
CLM-002227,Green,Auto-approved,2.8
CLM-002228,Amber,Human review,52.3
CLM-002229,Green,Auto-approved,3.4
CLM-002230,Green,Auto-approved,3.6
CLM-002231,Green,Auto-approved,3.9
CLM-002232,Green,Auto-approved,3.4
CLM-002233,Green,Auto-approved,1.1
CLM-002234,Red,SIU referral,326.3
CLM-002235,Green,Auto-approved,3.9
CLM-002236,Green,Auto-approved,2.8
CLM-002237,Amber,Human review,30.1
CLM-002238,Green,Auto-approved,3.2
CLM-002239,Amber,Human review,77.2
CLM-002240,Green,Auto-approved,4.0
CLM-002241,Green,Auto-approved,0.6
CLM-002242,Red,SIU referral,270.0
CLM-002243,Green,Auto-approved,1.7
CLM-002244,Green,Auto-approved,1.9
CLM-002245,Amber,Human review,54.5
CLM-002246,Red,SIU referral,407.0
CLM-002247,Amber,Human review,73.0
CLM-002248,Amber,Human review,91.9
CLM-002249,Green,Auto-approved,1.1
CLM-002250,Amber,Human review,36.2
CLM-002251,Green,Auto-approved,3.0
CLM-002252,Green,Auto-approved,2.3
CLM-002253,Green,Auto-approved,2.3
CLM-002254,Green,Auto-approved,2.0
CLM-002255,Amber,Human review,80.8
CLM-002256,Green,Auto-approved,2.8
CLM-002257,Green,Auto-approved,1.2
CLM-002258,Amber,Human review,90.4
CLM-002259,Green,Auto-approved,2.4
CLM-002260,Green,Auto-approved,2.9
CLM-002261,Amber,Human review,58.4
CLM-002262,Green,Auto-approved,2.3
CLM-002263,Green,Auto-approved,2.6
CLM-002264,Green,Auto-approved,1.9
CLM-002265,Amber,Human review,49.9
CLM-002266,Amber,Human review,76.4
CLM-002267,Green,Auto-approved,1.7
CLM-002268,Green,Auto-approved,3.2
CLM-002269,Green,Auto-approved,2.6
CLM-002270,Green,Auto-approved,0.6
CLM-002271,Green,Auto-approved,1.3
CLM-002272,Red,SIU referral,288.5
CLM-002273,Green,Auto-approved,3.8
CLM-002274,Amber,Human review,48.7
CLM-002275,Green,Auto-approved,1.8
CLM-002276,Green,Auto-approved,2.1
CLM-002277,Red,SIU referral,410.1
CLM-002278,Green,Auto-approved,1.9
CLM-002279,Amber,Human review,64.7
CLM-002280,Green,Auto-approved,3.8
CLM-002281,Green,Auto-approved,0.7
CLM-002282,Amber,Human review,49.8
CLM-002283,Red,SIU referral,273.7
CLM-002284,Green,Auto-approved,2.0
CLM-002285,Amber,Human review,66.8
CLM-002286,Green,Auto-approved,0.7
CLM-002287,Amber,Human review,74.6
CLM-002288,Amber,Human review,35.0
CLM-002289,Green,Auto-approved,1.7
CLM-002290,Green,Auto-approved,3.4
CLM-002291,Green,Auto-approved,3.0
CLM-002292,Green,Auto-approved,2.1
CLM-002293,Green,Auto-approved,3.0
CLM-002294,Amber,Human review,81.0
CLM-002295,Green,Auto-approved,1.5
CLM-002296,Green,Auto-approved,2.4
CLM-002297,Green,Auto-approved,2.5
CLM-002298,Green,Auto-approved,3.3
CLM-002299,Amber,Human review,89.2
CLM-002300,Red,SIU referral,367.4
CLM-002301,Green,Auto-approved,2.8
CLM-002302,Green,Auto-approved,0.8
CLM-002303,Amber,Human review,61.9
CLM-002304,Amber,Human review,64.7
CLM-002305,Amber,Human review,82.9
CLM-002306,Green,Auto-approved,1.1
CLM-002307,Green,Auto-approved,2.5
CLM-002308,Green,Auto-approved,2.1
CLM-002309,Amber,Human review,66.7
CLM-002310,Amber,Human review,88.8
CLM-002311,Amber,Human review,31.0
CLM-002312,Green,Auto-approved,2.1
CLM-002313,Amber,Human review,79.2
CLM-002314,Amber,Human review,92.8
CLM-002315,Green,Auto-approved,2.8
CLM-002316,Amber,Human review,91.2
CLM-002317,Amber,Human review,45.0
CLM-002318,Green,Auto-approved,2.8
CLM-002319,Green,Auto-approved,3.5
CLM-002320,Green,Auto-approved,3.3
CLM-002321,Green,Auto-approved,2.3
CLM-002322,Green,Auto-approved,4.0
CLM-002323,Green,Auto-approved,3.8
CLM-002324,Red,SIU referral,415.0
CLM-002325,Green,Auto-approved,1.2
CLM-002326,Green,Auto-approved,3.7
CLM-002327,Amber,Human review,71.8
CLM-002328,Green,Auto-approved,2.8
CLM-002329,Green,Auto-approved,1.5
CLM-002330,Green,Auto-approved,3.9
CLM-002331,Green,Auto-approved,1.2
CLM-002332,Amber,Human review,89.3
CLM-002333,Amber,Human review,37.5
CLM-002334,Green,Auto-approved,2.9
CLM-002335,Green,Auto-approved,1.3
CLM-002336,Amber,Human review,64.3
CLM-002337,Green,Auto-approved,3.1
CLM-002338,Amber,Human review,55.5
CLM-002339,Amber,Human review,38.4
CLM-002340,Green,Auto-approved,2.2
CLM-002341,Amber,Human review,79.3
CLM-002342,Green,Auto-approved,0.5
CLM-002343,Green,Auto-approved,0.5
CLM-002344,Green,Auto-approved,2.4
CLM-002345,Amber,Human review,92.4
CLM-002346,Green,Auto-approved,3.8
CLM-002347,Green,Auto-approved,1.2
CLM-002348,Red,SIU referral,479.4
CLM-002349,Green,Auto-approved,2.3
CLM-002350,Green,Auto-approved,3.8
CLM-002351,Green,Auto-approved,0.7
CLM-002352,Amber,Human review,76.3
CLM-002353,Amber,Human review,64.7
CLM-002354,Green,Auto-approved,1.7
CLM-002355,Green,Auto-approved,3.5
CLM-002356,Green,Auto-approved,1.5
CLM-002357,Green,Auto-approved,1.9
CLM-002358,Green,Auto-approved,0.9
CLM-002359,Green,Auto-approved,2.0
CLM-002360,Red,SIU referral,286.1
CLM-002361,Amber,Human review,33.3
CLM-002362,Amber,Human review,46.7
CLM-002363,Green,Auto-approved,1.1
CLM-002364,Amber,Human review,65.7
CLM-002365,Amber,Human review,82.2
CLM-002366,Amber,Human review,36.9
CLM-002367,Green,Auto-approved,1.5
CLM-002368,Green,Auto-approved,3.5
CLM-002369,Amber,Human review,90.1
CLM-002370,Green,Auto-approved,0.6
CLM-002371,Green,Auto-approved,0.6
CLM-002372,Amber,Human review,94.1
CLM-002373,Green,Auto-approved,0.9
CLM-002374,Green,Auto-approved,3.4
CLM-002375,Green,Auto-approved,0.8
CLM-002376,Green,Auto-approved,3.1
CLM-002377,Green,Auto-approved,3.6
CLM-002378,Green,Auto-approved,0.6
CLM-002379,Green,Auto-approved,1.8
CLM-002380,Amber,Human review,40.8
CLM-002381,Red,SIU referral,473.0
CLM-002382,Amber,Human review,75.5
CLM-002383,Amber,Human review,79.4
CLM-002384,Amber,Human review,75.1
CLM-002385,Green,Auto-approved,1.1
CLM-002386,Green,Auto-approved,0.9
CLM-002387,Amber,Human review,63.8
CLM-002388,Amber,Human review,60.3
CLM-002389,Amber,Human review,54.1
CLM-002390,Green,Auto-approved,0.8
CLM-002391,Green,Auto-approved,0.8
CLM-002392,Green,Auto-approved,2.9
CLM-002393,Amber,Human review,86.2
CLM-002394,Green,Auto-approved,1.7
CLM-002395,Green,Auto-approved,0.9
CLM-002396,Green,Auto-approved,1.5
CLM-002397,Amber,Human review,88.4
CLM-002398,Red,SIU referral,351.2
CLM-002399,Amber,Human review,35.0
CLM-002400,Green,Auto-approved,2.2
CLM-002401,Green,Auto-approved,1.9
CLM-002402,Amber,Human review,50.1
CLM-002403,Green,Auto-approved,2.5
CLM-002404,Green,Auto-approved,3.0
CLM-002405,Green,Auto-approved,3.0
CLM-002406,Green,Auto-approved,1.1
CLM-002407,Amber,Human review,93.8
CLM-002408,Green,Auto-approved,3.8
CLM-002409,Green,Auto-approved,1.3
CLM-002410,Green,Auto-approved,2.1
CLM-002411,Red,SIU referral,433.3
CLM-002412,Red,SIU referral,349.4
CLM-002413,Green,Auto-approved,1.5
CLM-002414,Green,Auto-approved,1.7
CLM-002415,Amber,Human review,34.0
CLM-002416,Amber,Human review,94.5
CLM-002417,Amber,Human review,52.6
CLM-002418,Red,SIU referral,214.6
CLM-002419,Amber,Human review,40.8
CLM-002420,Amber,Human review,49.3
CLM-002421,Green,Auto-approved,2.7
CLM-002422,Amber,Human review,42.0
CLM-002423,Green,Auto-approved,3.0
CLM-002424,Green,Auto-approved,0.5
CLM-002425,Amber,Human review,92.8
CLM-002426,Green,Auto-approved,3.0
CLM-002427,Amber,Human review,55.9
CLM-002428,Red,SIU referral,354.8
CLM-002429,Amber,Human review,89.1
CLM-002430,Amber,Human review,83.1
CLM-002431,Amber,Human review,39.5
CLM-002432,Green,Auto-approved,2.4
CLM-002433,Green,Auto-approved,0.9
CLM-002434,Green,Auto-approved,2.6
CLM-002435,Green,Auto-approved,3.4
CLM-002436,Green,Auto-approved,0.9
CLM-002437,Green,Auto-approved,0.5
CLM-002438,Green,Auto-approved,0.9
CLM-002439,Green,Auto-approved,2.3
CLM-002440,Green,Auto-approved,2.6
CLM-002441,Amber,Human review,72.9
CLM-002442,Red,SIU referral,158.6
CLM-002443,Amber,Human review,74.9
CLM-002444,Amber,Human review,26.5
CLM-002445,Green,Auto-approved,2.5
CLM-002446,Amber,Human review,67.9
CLM-002447,Red,SIU referral,342.5
CLM-002448,Amber,Human review,88.7
CLM-002449,Green,Auto-approved,2.7
CLM-002450,Amber,Human review,95.6
CLM-002451,Green,Auto-approved,1.0
CLM-002452,Green,Auto-approved,3.4
CLM-002453,Green,Auto-approved,0.7
CLM-002454,Red,SIU referral,395.1
CLM-002455,Green,Auto-approved,3.8
CLM-002456,Green,Auto-approved,1.4
CLM-002457,Amber,Human review,71.5
CLM-002458,Green,Auto-approved,2.8
CLM-002459,Amber,Human review,44.8
CLM-002460,Green,Auto-approved,3.3
CLM-002461,Green,Auto-approved,0.6
CLM-002462,Green,Auto-approved,4.0
CLM-002463,Green,Auto-approved,3.5
CLM-002464,Amber,Human review,64.8
CLM-002465,Amber,Human review,93.6
CLM-002466,Amber,Human review,88.3
CLM-002467,Amber,Human review,87.3
CLM-002468,Green,Auto-approved,3.8
CLM-002469,Amber,Human review,95.0
CLM-002470,Green,Auto-approved,2.2
CLM-002471,Amber,Human review,92.9
CLM-002472,Red,SIU referral,290.5
CLM-002473,Green,Auto-approved,3.1
CLM-002474,Amber,Human review,77.7
CLM-002475,Amber,Human review,90.9
CLM-002476,Green,Auto-approved,2.7
CLM-002477,Amber,Human review,82.9
CLM-002478,Red,SIU referral,229.0
CLM-002479,Amber,Human review,93.3
CLM-002480,Red,SIU referral,419.5
CLM-002481,Green,Auto-approved,0.9
CLM-002482,Green,Auto-approved,1.6
CLM-002483,Amber,Human review,28.5
CLM-002484,Amber,Human review,91.5
CLM-002485,Green,Auto-approved,0.8
CLM-002486,Green,Auto-approved,3.7
CLM-002487,Amber,Human review,31.6
CLM-002488,Red,SIU referral,191.7
CLM-002489,Amber,Human review,91.0
CLM-002490,Green,Auto-approved,3.3
CLM-002491,Amber,Human review,63.7
CLM-002492,Amber,Human review,75.5
CLM-002493,Amber,Human review,67.2
CLM-002494,Green,Auto-approved,3.4
CLM-002495,Amber,Human review,25.1
CLM-002496,Amber,Human review,79.2
CLM-002497,Amber,Human review,28.1
CLM-002498,Amber,Human review,31.2
CLM-002499,Green,Auto-approved,0.7
CLM-002500,Green,Auto-approved,0.5
CLM-002501,Red,SIU referral,224.8
CLM-002502,Green,Auto-approved,3.6
CLM-002503,Green,Auto-approved,3.0
CLM-002504,Green,Auto-approved,1.3
CLM-002505,Amber,Human review,75.6
CLM-002506,Amber,Human review,67.5
CLM-002507,Green,Auto-approved,0.5
CLM-002508,Green,Auto-approved,1.0
CLM-002509,Green,Auto-approved,3.3
CLM-002510,Green,Auto-approved,0.7
CLM-002511,Amber,Human review,55.7
CLM-002512,Amber,Human review,37.9
CLM-002513,Amber,Human review,81.2
CLM-002514,Green,Auto-approved,3.5
CLM-002515,Green,Auto-approved,3.3
CLM-002516,Red,SIU referral,191.7
CLM-002517,Green,Auto-approved,4.0
CLM-002518,Green,Auto-approved,1.8
CLM-002519,Amber,Human review,62.9
CLM-002520,Amber,Human review,91.0
CLM-002521,Green,Auto-approved,4.0
CLM-002522,Green,Auto-approved,1.8
CLM-002523,Green,Auto-approved,3.1
CLM-002524,Green,Auto-approved,3.3
CLM-002525,Green,Auto-approved,2.0
CLM-002526,Green,Auto-approved,3.8
CLM-002527,Amber,Human review,52.8
CLM-002528,Amber,Human review,32.7
CLM-002529,Green,Auto-approved,0.6
CLM-002530,Amber,Human review,24.2
CLM-002531,Amber,Human review,36.2
CLM-002532,Green,Auto-approved,2.2
CLM-002533,Amber,Human review,83.1
CLM-002534,Green,Auto-approved,0.9
CLM-002535,Green,Auto-approved,3.7
CLM-002536,Green,Auto-approved,2.3
CLM-002537,Amber,Human review,31.2
CLM-002538,Green,Auto-approved,2.2
CLM-002539,Amber,Human review,47.6
CLM-002540,Amber,Human review,31.4
CLM-002541,Green,Auto-approved,3.5
CLM-002542,Amber,Human review,35.4
CLM-002543,Red,SIU referral,316.1
CLM-002544,Green,Auto-approved,3.8
CLM-002545,Green,Auto-approved,3.7
CLM-002546,Green,Auto-approved,1.1
CLM-002547,Amber,Human review,61.0
CLM-002548,Red,SIU referral,155.5
CLM-002549,Green,Auto-approved,0.7
CLM-002550,Green,Auto-approved,1.4
CLM-002551,Amber,Human review,44.8
CLM-002552,Red,SIU referral,389.1
CLM-002553,Green,Auto-approved,3.4
CLM-002554,Green,Auto-approved,2.8
CLM-002555,Amber,Human review,26.4
CLM-002556,Green,Auto-approved,3.6
CLM-002557,Green,Auto-approved,3.2
CLM-002558,Amber,Human review,33.5
CLM-002559,Green,Auto-approved,1.8
CLM-002560,Green,Auto-approved,2.7
CLM-002561,Green,Auto-approved,3.6
CLM-002562,Green,Auto-approved,1.6
CLM-002563,Green,Auto-approved,3.1
CLM-002564,Amber,Human review,60.2
CLM-002565,Green,Auto-approved,2.1
CLM-002566,Green,Auto-approved,0.8
CLM-002567,Amber,Human review,82.9
CLM-002568,Red,SIU referral,372.4
CLM-002569,Green,Auto-approved,1.1
CLM-002570,Green,Auto-approved,1.3
CLM-002571,Green,Auto-approved,3.6
CLM-002572,Red,SIU referral,362.8
CLM-002573,Amber,Human review,95.9
CLM-002574,Green,Auto-approved,1.7
CLM-002575,Green,Auto-approved,2.3
CLM-002576,Green,Auto-approved,3.9
CLM-002577,Green,Auto-approved,2.6
CLM-002578,Green,Auto-approved,2.1
CLM-002579,Green,Auto-approved,3.1
CLM-002580,Green,Auto-approved,3.2
CLM-002581,Amber,Human review,95.6
CLM-002582,Green,Auto-approved,0.6
CLM-002583,Green,Auto-approved,2.0
CLM-002584,Amber,Human review,62.1
CLM-002585,Green,Auto-approved,2.7
CLM-002586,Amber,Human review,60.3
CLM-002587,Green,Auto-approved,1.4
CLM-002588,Green,Auto-approved,0.8
CLM-002589,Amber,Human review,90.1
